Param0,String
4523,Artisan's Special Stuffed Valencian Lioness Head
4524,Artisan's Special Stuffed Drieghan Male Goat Head
4525,Artisan's Special Stuffed Drieghan Female Goat Head
4526,Artisan's Special Stuffed Yak Head
4527,Artisan's Special Stuffed Llama
4528,Artisan's Special Stuffed Belladonna Elephant Head
4529,Artisan's Special Stuffed Baby Belladonna Elephant Head
4530,Artisan's Special Stuffed Gazelle Head
4531,Artisan's Special Stuffed Black Leopard Head
4532,Artisan's Special Stuffed Feather Wolf Head
4533,Artisan's Special Stuffed Phnyl Head
4534,Artisan's Special Stuffed Ferrica Head
4535,Artisan's Special Stuffed Ferrina Head
4536,Artisan's Special Stuffed Kamasylvia Weasel
4537,Artisan's Special Stuffed Winter Bear Head
4538,Artisan's Special Stuffed Snowfield Yak Head
4539,Artisan's Special Stuffed Black Snowfield Yak Head
4540,Artisan's Special Stuffed Snowfield Markhor Head
4541,Artisan's Special Stuffed Frost Wolf
4542,Master's Special Stuffed Bear Head
4543,Master's Special Bear Hide Carpet
4544,Master's Special Stuffed Boar Head
4545,Master's Special Stuffed Fox Head
4546,Master's Special Stuffed Weasel
4547,Master's Special Stuffed Gray Wolf Head
4548,Master's Special Stuffed Wolf Head
4549,Master's Special Stuffed Giant Boar Head
4550,Master's Special Stuffed Elk Head
4551,Master's Special Stuffed Valencia Mountain Sheep Head
4552,Master's Special Stuffed Giant Lion Head
4553,Master's Special Stuffed Valencian Lioness Head
4554,Master's Special Stuffed Drieghan Male Goat Head
4555,Master's Special Stuffed Drieghan Female Goat Head
4556,Master's Special Stuffed Yak Head
4557,Master's Special Stuffed Llama
4558,Master's Special Stuffed Belladonna Elephant Head
4559,Master's Special Stuffed Baby Belladonna Elephant Head
4560,Master's Special Stuffed Gazelle Head
4561,Master's Special Stuffed Black Leopard Head
4562,Master's Special Stuffed Feather Wolf Head
4563,Master's Special Stuffed Phnyl Head
4564,Master's Special Stuffed Ferrica Head
4565,Master's Special Stuffed Ferrina Head
4566,Master's Special Stuffed Kamasylvia Weasel
4567,Master's Special Stuffed Winter Bear Head
4568,Master's Special Stuffed Snowfield Yak Head
4569,Master's Special Stuffed Black Snowfield Yak Head
4570,Master's Special Stuffed Snowfield Markhor Head
4571,Master's Special Stuffed Frost Wolf
4572,Premium Container
4702,Khuruto Furniture Set
4703,Gargoyle Hide Decorated Furniture Set
4704,Natural Log Furniture Set
4705,Leather Furniture Set
4706,Keplan Marble Furniture Set
4708,Fleece Furniture Set
4709,Calpheon Marble and Gold Furniture Set
4710,Goblin-style Furniture Set
4711,Python Furniture Set
4712,Thunderstruck Maple Furniture Set
4713,Mountain Sheep Horn Furniture Set
4714,Antique Zen Furniture Set
4715,Volcanic Rock Decorated Furniture Set
4716,Naga Decorated Furniture Set
4717,Halloween Decorated Furniture Set
4718,Palm Tree Furniture Set
4719,Christmas Furniture Set
4720,Urimok Furniture Set
4721,Shakatu Decorated Furniture Set
4722,Ancient Furniture Set
4723,Vell Pirates Furniture Set
4724,Kzarka Decorated Furniture Set
4725,Lefkaritika Furniture Set
4726,Melissande Furniture Set
4727,Masenka Furniture Set
4728,[Halloween] Decadent Dilettante Furniture Set
4729,[Halloween]Prop Set 1
4730,[Halloween]Prop Set 2
4731,[Halloween]Prop Set 3
4732,[Thanksgiving] Prop Set A
4733,[Thanksgiving] Prop Set B
4734,[Thanksgiving] Prop Set C
4735,[Christmas] Prop Set A
4736,[Christmas] Prop Set B
4737,[Christmas] Prop Set C
4738,[Christmas] Prop Set D
4739,[Zen] Prop Set A
4740,[Zen] Prop Set B
4741,[Event] New Year Furniture Set
4742,[Zen] Prop Set 2016
4743,[Zen] Snacks Prop Set 2016
4744,[L'elisir d'amore] Furniture Set
4745,Margoria Whale Furniture Set
4746,Margoria Whale Prop Set
4747,Spring Flower Furniture Set
4748,Spring Sun Prop Set
4749,Spring Heart Prop Set
4750,Spring Scent Prop Set
4751,Coral Furniture Set
4752,Coral Shine White Conch Prop Set
4753,Coral Shine Blue Shell Prop Set
4754,Coral Shine Star Shell Prop Set
4755,Heidelian Wine Prop Set
4756,Fintomaria Sailing Prop Set
4757,[Sweet Halloween] Heart Prop Set
4758,[Sweet Halloween] Diamond Prop Set
4759,[Spooky Halloween] Spade Prop Set
4760,[Spooky Halloween] Club Prop Set
4761,Sewing Prop Set
4762,Coffee Prop Set
4763,Winter Wood Furniture Set
4764,Winter Wood Prop Set A
4765,Winter Wood Prop Set B
4766,Haso Teaware Prop Set
4767,Kamasylvia Furniture Set
4768,Kamasylvia Prop Set
5001,Heidelian Drawers
5002,Heidelian Handcrafted High-quality Drawers
5003,Velian Drawers
5004,Velian Handcrafted High-quality Drawers
5005,Calpheon Drawers
5006,Calpheon Handcrafted Drawer
5007,Mediahn Drawers
5008,Mediahn Handcrafted Drawers
5009,Mediahn Bedside Table
5010,Mediahn Handcrafted Bedside Table
5011,Heidelian Bedside Table
5012,Heidelian Handcrafted High-quality Bedside Table
5013,Velian Bedside Table
5014,Velian Handcrafted High-quality Bedside Table
5015,Calpheon Bedside Table
5016,Calpheon Handcrafted Cabinet
5017,Valencian Drawers
5018,Valencian Handcrafted Drawers
5019,Valencian Bedside Table
5020,Valencian Handcrafted Bedside Table
5021,O'draxxia Bedside Table
5022,O'draxxia High-quality Bedside Table
5023,O'draxxia Drawers
5101,Drawers
5102,Bedside Table
5103,Bedside Table with a Belt On T
5104,Wide Bedside Table
5201,Platinum Drawers
5202,Khuruto Drawers
5203,Gargoyle Hide Decorated Drawer
5204,Platinum Bedside Table
5205,Khuruto Bedside Table
5206,Gargoyle Hide Decorated Bedside Table
5207,Natural Log Bedside Table
5208,Leather Bedside Table
5209,Keplan Marble Bedside Table
5210,Moroccan Bedside Table
5211,Fleece Decorated Bedside Table
5212,Calpheon Marble and Gold Bedside Table
5213,Goblin-Style Bedside Table
5214,Python Bedside Table
5215,Thunderstruck Maple Bedside Table
5216,Mountain Sheep Horn Bedside Table
5217,Natural Log Drawers
5218,Leather Drawers
5219,Keplan Marble Drawers
5220,Moroccan Drawers
5221,Fleece Decorated Drawers
5222,Calpheon Marble and Gold Drawers
5223,Goblin-Style Drawers
5224,Python Drawers
5225,Thunderstruck Maple Drawers
5226,Mountain Sheep Horn Drawers
5227,Antique Zen Bedside Table
5228,Antique Zen Drawers
5229,Volcanic Rock Decorated Bedside Table
5230,Volcanic Rock Decorated Drawers
5231,Naga Decorated Bedside Table
5232,Naga Decorated Drawers
5233,Halloween Decorated Bedside Table
5234,Halloween Decorated Drawers
5235,Palm Tree Bedside Table
5236,Palm Tree Drawers
5237,Christmas Decorated Bedside Table
5238,Christmas Decorated Drawers
5239,Urimok Bedside Table
5240,Urimok Drawers
5241,Shakatu Bedside Table
5242,Shakatu Drawers
5243,Ancient Bedside Table
5244,Ancient Drawers
5245,Vell Pirates Bedside Table
5246,Vell Pirates Drawers
5247,Kzarka Decorated Bedside Table
5248,Kzarka Decorated Drawers
5249,Lefkaritika Bedside Table
5250,Lefkaritika Drawers
5251,Melissande Bedside Table
5252,Melissande Drawers
5253,Masenka Bedside Table
5254,Masenka Drawers
5255,[Halloween] Decadent Dilettante Bedside Table
5256,[Halloween] Decadent Dilettante Drawers
5257,[L'elisir d'amore] Cabinet
5258,Margoria Whale Bedside Table
5259,Margoria Whale Drawers
5260,Spring Flower Drawers
5261,Coral Drawers
5262,Winter Wood Bedside Table
5263,Kamasylvia Drawers
5264,Kamasylvia Dressing Table
5501,Heidelian Wardrobe
5502,Heidelian Handcrafted Wardrobe
5503,Velian Wardrobe
5504,Velian Handcrafted Wardrobe
5505,Calpheon Wardrobe
5506,Calpheon Handcrafted Wardrobe
5507,Mediahn Wardrobe
5508,Mediahn Handcrafted Closet
5509,Valencian Wardrobe
5510,Valencian Handcrafted Wardrobe
5601,Double-Door Wardrobe
5701,Platinum Wardrobe
5702,Khuruto Wardrobe
5703,Gargoyle Hide Decorated Wardrobe
5704,Natural Log Wardrobe
5705,Leather Wardrobe
5706,Keplan Marble Wardrobe
5707,Moroccan Wardrobe
5708,Fleece Decorated Wardrobe
5709,Calpheon Marble and Gold Wardrobe
5710,Goblin-Style Wardrobe
5711,Python Wardrobe
5712,Thunderstruck Maple Wardrobe
5713,Mountain Sheep Horn Wardrobe
5714,Antique Zen Wardrobe
5715,Volcanic Rock Decorated Wardrobe
5716,Naga Decorated Wardrobe
5717,Halloween Decorated Wardrobe
5718,Palm Tree Wardrobe
5719,Christmas Decorated Wardrobe
5720,Urimok Wardrobe
5721,Shakatu Wardrobe
5722,Ancient Wardrobe
5723,Vell Pirates Wardrobe
5724,Kzarka Decorated Wardrobe
5725,Lefkaritika Wardrobe
5726,Melissande Wardrobe
5727,Masenka Wardrobe
5728,[Halloween] Decadent Dilettante Wardrobe
5729,Margoria Whale Wardrobe
5730,Spring Flower Wardrobe
5731,Coral Wardrobe
5732,Winter Wood Wardrobe
5733,Kamasylvia Cabinet
6001,Heidelian Dining Table
6002,Heidelian Handcrafted Dining Table
6003,Velian Dining Table
6004,Velian Handcrafted Dining Table
6005,Calpheon Dining Table
6006,Calpheon Handcrafted Dining Table
6007,Mediahn Dining Table
6008,Mediahn Handcrafted Dining Table
6009,Mediahn Table
6010,Mediahn Handcrafted Table
6011,Heidelian Table
6012,Heidelian Handcrafted Table
6013,Velian Table
6014,Velian Handcrafted Table
6015,Calpheon Table
6016,Calpheon Handcrafted Table
6017,Valencian Dining Table
6018,Valencian Handcrafted Dining Table
6019,Valencian Table
6020,Valencian Handmade Table
6021,O'draxxia Wooden Dining Table
6022,O'draxxia Hexagonal Dining Table
6023,O'draxxia Vintage Wood Long Dining Table
6024,O'draxxia High-quality Star Anise Dining Table
6025,O'draxxia Wooden Table
6101,Rectangular Dining Table
6102,Round Dining Table
6103,Four-legged Dining Table
6104,Two-legged Dining Table
6105,Two-legged Dining Table
6106,Four-legged Dining Table
6107,First Anniversary Cake
6108,Weekly Update 1st Birthday Cake
6201,Platinum Dining Table
6202,Khuruto Dining Table
6203,Gargoyle Hide Decorated Dining Table
6204,Platinum Table
6205,Khuruto Table
6206,Gargoyle Hide Decorated Table
6207,Natural Log Dining Table
6208,Leather Dining Table
6209,Keplan Marble Dining Table
6210,Moroccan Dining Table
6211,Fleece Decorated Dining Table
6212,Calpheon Marble and Gold Dining Table
6213,Goblin-Style Dining Table
6214,Python Dining Table
6215,Thunderstruck Maple Dining Table
6216,Mountain Sheep Horn Dining Table
6217,Natural Log Table
6218,Leather Table
6219,Keplan Marble Table
6220,Moroccan Table
6221,Fleece Decorated Table
6222,Calpheon Marble and Gold Table
6223,Goblin-Style Table
6224,Python Table
6225,Thunderstruck Maple Table
6226,Mountain Sheep Horn Table
6227,Antique Zen Dining Table
6228,Antique Zen Table
6229,Volcanic Rock Decorated Dining Table
6230,Volcanic Rock Decorated Table
6231,Naga Decorated Dining Table
6232,Naga Decorated Table
6233,Halloween Decorated Dining Table
6234,Halloween Decorated Table
6235,Palm Tree Dining Table
6236,Palm Tree Table
6237,Christmas Decorated Dining Table
6238,Christmas Decorated Table
6239,Urimok Dining Table
6240,Urimok Table
6241,Shakatu Dining Table
6242,Shakatu Table
6243,Ancient Dining Table
6244,Ancient Table
6245,Vell Pirates Dining Table
6246,Vell Pirates Table
6247,Kzarka Decorated Dining Table
6248,Kzarka Decorated Table
6249,Lefkaritika Dining Table
6250,Lefkaritika Table
6251,Melissande Dining Table
6252,Melissande Table
6253,Red Kotatsu
6254,Green Kotatsu
6255,Masenka Dining Table
6256,Masenka Table
6257,[Halloween] Decadent Dilettante Dining Table
6258,[Halloween] Decadent Dilettante Table
6259,Golden Sunset Dining Table
6260,Red Kotatsu
6261,Green Kotatsu
6262,[L'elisir d'amore] Table
6263,[L'elisir d'amore] Aquarium Table
6264,Margoria Whale Dining Table
6265,Margoria Whale Table
6266,Spring Flower Dining Table
6267,Spring Flower Table
6268,Coral Dining Table
6269,Coral Table
6270,[Sweet Halloween] Table
6271,Winter Wood Dining Table
6272,Winter Wood Table
6273,Kamasylvia Dining Table
6274,Kamasylvia Table
6501,Heidelian Chair
6502,Heidelian Handcrafted Chair
6503,Velian Chair
6504,Velian Handcrafted Chair
6505,Calpheon Chair
6506,Calpheon Handcrafted Chair
6507,Mediahn Chair
6508,Heidelian Sofa
6509,Heidelian Handcrafted Sofa
6510,Velian Sofa
6511,Velian Handcrafted Sofa
6512,Calpheon Sofa
6513,Calpheon Handcrafted Sofa
6514,Mediahn Sofa
6515,Mediahn Handcrafted Chair
6516,Mediahn Handcrafted Sofa
6517,Valencian Chair
6518,Valencian Handcrafted Chair
6519,Valencian Sofa
6520,Valencian Handcrafted Sofa
6601,Chair
6602,Chair
6603,Chair with Armrests
6604,Rocking Chair
6605,Cozy Sofa
6606,O'draxxia Small Chair
6607,O'draxxia Chair
6608,O'draxxia Armchair
6701,Platinum Chair
6702,Khuruto Chair
6703,Gargoyle Hide Decorated Chair
6704,Platinum Sofa
6705,Khuruto Sofa
6706,Gargoyle Hide Decorated Sofa
6707,Natural Log Chair
6708,Leather Chair
6709,Keplan Marble Chair
6710,Moroccan Chair
6711,Fleece Decorated Chair
6712,Calpheon Marble and Gold Chair
6713,Goblin-Style Chair
6714,Python Chair
6715,Thunderstruck Maple Chair
6716,Mountain Sheep Horn Chair
6717,Natural Log Sofa
6718,Leather Sofa
6719,Keplan Marble Sofa
6720,Moroccan Sofa
6721,Fleece Decorated Sofa
6722,Calpheon Marble and Gold Sofa
6723,Goblin-Style Sofa
6724,Python Sofa
6725,Thunderstruck Maple Sofa
6726,Mountain Sheep Horn Sofa
6727,Antique Zen Chair
6728,Antique Zen Sofa
6729,Volcanic Rock Decorated Chair
6730,Volcanic Rock Decorated Sofa
6731,Naga Decorated Chair
6732,Naga Decorated Sofa
6733,Halloween Decorated Chair
6734,Halloween Decorated Sofa
6735,Palm Tree Chair
6736,Palm Tree Sofa
6737,Christmas Decorated Chair
6738,Christmas Decorated Sofa
6739,Urimok Chair
6740,Urimok Sofa
6741,Shakatu Chair
6742,Shakatu Sofa
6743,Ancient Chair
6744,Ancient Sofa
6745,Vell Pirates Chair
6746,Vell Pirates Sofa
6747,Kzarka Decorated Chair
6748,Kzarka Decorated Sofa
6749,Lefkaritika Chair
6750,Lefkaritika Sofa
6751,Melissande Chair
6752,Melissande Sofa
6753,Masenka Chair
6754,Masenka Sofa
6755,[Halloween] Decadent Dilettante Chair
6756,[Halloween] Decadent Dilettante Sofa
6757,[L'elisir d'amore] Chair
6758,[L'elisir d'amore] Sofa
6759,Margoria Whale Chair
6760,Margoria Whale Sofa
6761,Spring Flower Chair
6762,Spring Flower Sofa
6763,Coral Chair 1
6764,Coral Sofa
6765,Coral Chair 2
6766,[Sweet Halloween] White Bunny Chair
6767,[Sweet Halloween] Black Bunny Chair
6768,[Sweet Halloween] Box Chair
6769,[Sweet Halloween] Dice Chair
6770,Winter Wood Sofa
6771,Winter Wood Rocking Chair
6772,Winter Wood Chair
6773,Kamasylvia Rocking Chair
6774,Kamasylvia Chair
7001,Scarecrow
7002,Scarecrow
7003,Scarecrow
7004,Patrigio's Lamplight (Event)
7005,MAX HP Increase Scroll (Event)
7006,Item Branding Scroll (Event)
7007,Extra Karma Scroll (Event)
7008,Horse Max. Recovery Potion (Event)
7009,Daily Gift Box (Event)
7010,Mount Skill Change Coupon
7011,Total Appearance Change Coupon: 1 time (Event)
7012,Character Slot Expansion Coupon (Event)
7013,Inventory Expansion Coupon
7014,Energy Tonic (M)
7015,Energy Tonic (L)
7016,Unknown Dye Box Bundle (Event)
7017,Luck Increase Scroll
7018,Rice Cake Soup
7019,Elion's Tear (Event)
7020,Elion's Blessing (Event)
7021,Energy Tonic (S)
7022,Horse Death Count Reset (Event)
7023,Skill EXP +10%
7024,EXP Increase: 10%
7025,Life EXP +10%
7026,Combat Skills Reset: Partial
7027,Elixir of Oblivion
7028,Mount Skill Change Coupon
7029,Horse EXP Increase: 20%
7030,Processing EXP Transfer Coupon
7031,Fishing EXP Transfer Coupon
7032,Trading EXP Transfer Coupon
7033,Alchemy EXP Transfer Coupon
7034,Cooking EXP Transfer Coupon
7035,Training EXP Transfer Coupon
7036,Gathering EXP Transfer Coupon
7037,Worker's Lodging Expansion Coupon
7038,Unknown (1 day)
7039,Unknown (7 days)
7040,Stable Expansion Coupon 2
7041,Stable Expansion Coupon 3
7042,Stable Expansion Coupon 4
7043,Skill EXP +20%
7044,EXP Increase: 20%
7045,Life EXP +20%
7046,Pearl Box - 40
7047,Pearl Box - 100
7048,Pearl Box - 200
7049,Pearl Box - 400
7050,Pearl Box - 620
7051,"Pearl Box - 1,050"
7052,"Pearl Box - 2,120"
7053,Mount Skill Training Coupon
7054,Mount Skill Removal Coupon
7055,Value Pack (30 Days): For Japan
7056,Megaphone
7057,Book of Combat
7058,Value Pack (15 Days)
7059,Valencia City Storage +1 Expansion Bundle
7060,Valencia City Storage +4 Expansion Bundle
7061,Valencia City Storage +8 Expansion Bundle
7062,Valencia City Stable Expansion Coupon
7063,Weapon Exchange Coupon
7064,Adventurer's Box
7065,Blessing of Kamasylve
7066,Weight Limit +200LT
7067,Book of Training (3 Hr)
7068,Book of Training (6 Hr)
7069,Book of Training (12 Hr)
7070,Book of Training (24 hr)
7071,Storage Clearing
7072,Premium Pack I (7 Days)
7073,Premium Pack I (15 Days)
7074,Premium Pack II (15 Days)
7075,[RU] Box of 50 Pearls
7076,[RU] Box of 100 Pearls
7077,[RU] Box of 500 Pearls
7078,"[RU] Box of 1,000 Pearls"
7079,[RU] Box of 2625 Pearls
7080,[RU] Box of 5350 Pearls
7081,"[RU] Box of 11,000 Pearls"
7082,NA Value Pack (1 Day)
7083,NA Value Pack (7 Days)
7084,NA Value Pack (15 Days)
7085,NA Value Pack (30 Days)
7086,NA Value Pack (90 Days)
7087,NA Value Pack (7 Days) - JP
7088,Weapon Exchange Coupon (Longsword)
7089,Pet Appearance Change Coupon
7090,Merv's Palette (15 Days)
7091,Merv's Palette (30 Days)
7092,Merv's Palette (90 Days)
7093,Weapon Exchange Coupon (Axe)
7094,Unknown Dye Box
7095,Weapon Voucher (Long Bow)
7096,Weapon Voucher (Shortsword)
7097,Guild Name Change Coupon
7098,Weapon Voucher (Blade)
7099,Megaphone (Pearl)
7100,Instant HP Potion (Extra Large)
7101,Balenos Environment Event
7102,Serendia Environment Event
7103,Calpheon Environment Event
7104,Mediah Environment Event
7105,Snowflakes of Winter
7106,Grána Storage +1 Expansion Bundle
7107,Grána Storage +4 Expansion Bundle
7108,Grána Storage +8 Expansion Bundle
7109,Grána Stable Expansion Coupon
7110,Mount All Skill Training Coupon
7111,Hunting EXP Transfer Coupon
7112,Little Monster Box
7113,Fairy Queen's Might
7114,Ornette's Dark Honey Wine
7115,Alejandro's Pumpkin Honey
7116,Duvencrune Storage +1 Expansion Coupon
7117,Duvencrune Stable +1 Expansion Coupon
7118,Shakatu's Luxury Box
7119,Shakatu's Rarity Box
7120,Falasi Ship Upgrade Certificate
7121,Dazzling Adventure Box
7122,[Event] Dano Scented Bag
7123,Da-Dum Da-Dum Fishing Chair
7124,Splat Fisher's Chair
7125,Reset Mount Growth
7126,Halloween TRICK Box
7127,Halloween TREAT Box
7128,Halloween Mystery Box
7129,[Event] Eight Shades of Black
7130,12 Black Spirit Emojis (Permanent)
7131,Small Pearl Box - 48
7132,Extra Large Pearl Box - 480+25
7133,Dazzling Adventure Box
7134,Book of Combat
7135,Book of Combat (30 Days)
7136,Book of Life (15 Days)
7137,Skill EXP +10%
7138,Combat EXP +10%
7139,Life EXP +10%
7140,Dazzling Adventure Box
7141,Ship Equipment
7142,Captain's Medallion
7143,Tears of the Star
7144,Ocean Hourglass
7145,Dainty Stamp
7146,Three-Legged Crow's Trade Pass
7147,Popo's Sailing Journal
7148,Spring of Youth
7149,[Fairy] Appearance Change Coupon
7150,Shining Adventure Box
7151,Tome of Adventure
7152,Fairy Skill Change Coupon
7153,Barter EXP Transfer Coupon
7154,O'draxxia Storage +1 Expansion Bundle
7155,O'draxxia Stable +1 Expansion Coupon
7156,Black Spirit Pass
7157,Skill Preset Coupon
7158,Stack Storage Slot Coupon
7159,Tick-Tock Fairy Appearance Change Coupon
7160,Family Inventory Slot Coupon
7161,Family Inventory Weight Coupon
7162,Marni's Processed Fuel
7163,Perfume of Erasure
7164,Family Inventory
7165,Celestial Horse Calling Horn
7166,Celestial Horse's Spirit
7167,Breath Scroll
7168,Strength Scroll
7169,Health Scroll
7170,Essence of Luthraghon
7171,Crystal Preset Expansion Coupon
7172,Crystal Inventory Expansion Coupon
7186,Weight Limit +400LT
7187,Artifact Inventory +5 Expansion Coupon
7188,Fence of Abundance
7189,Crystal Restore Count Coupon
7190,Pet Skill Change Coupon
7201,Premium Pack I (30 days)
7202,Premium Pack I (60 days)
7203,Premium Pack I (90 days)
7204,Premium Pack II (30 days)
7205,Premium Pack II (60 days)
7206,Premium Pack II (90 days)
7207,Premium Package III (15 days)
7208,Premium Package III (30 days)
7209,Premium Package III (60 days)
7210,Premium Package III (90 days)
7301,"Pearl Box - 1,000"
7302,"Pearl Box - 2,000+40"
7303,"Pearl Box - 3,000+200"
7304,"Pearl Box - 6,000+600"
7305,"Pearl Box - 10,000+1,500"
7501,Naive Worker
7502,Giant Worker
7503,Giant Worker
7504,Goblin Worker
7505,Goblin Worker
7506,Human Worker
7507,Human Worker
7551,Skilled Giant Worker
7552,Skilled Goblin Worker
7553,Skilled Human Worker
7561,Professional Giant Worker
7562,Professional Goblin Worker
7563,Professional Human Worker
7571,Artisan Giant Worker
7572,Artisan Goblin Worker
7573,Artisan Human Worker
7601,Darifu
7602,Vongole
7603,Parcci
7604,Sterie
7605,Novara
7611,Torres
7612,Jugruta
7613,Diochre
7614,Acher
7615,Alzath
7621,Tirol
7622,Bravant
7623,Navara
7624,Berocchio
7625,Sixto
7626,Tarte
7627,Khaora
7631,Jamure
7632,Savarin
7633,Bohamuti
7634,Sakun
7635,Kudran
7636,Feo
7637,Digh
7638,Dalib
7639,Aktor
7640,Kadier
7641,Sateeshi
7995,Naive Worker
7996,QA Worker: Time
7997,QA Worker: Luck
7998,Grand Chamberlain
7999,Temporary Laborer
8000,QA Super Worker
8001,Papu Worker
8002,Professional Papu Worker
8003,Artisan Papu Worker
8004,Fadus Worker
8005,Professional Fadus Worker
8006,Artisan Fadus Worker
8007,Demibeast Worker
8008,Demibeast Professional Worker
8009,Demibeast Artisan Worker
8010,Naive Papu Worker
8011,Naive Fadus Worker
8012,Naive Demibeast Worker
8013,Skilled Papu Worker
8014,Skilled Fadus Worker
8015,Mollyberry
8016,Bagumo
8017,Seaham Deha
8018,Tiny Nose
8019,Mirror of Illusion
8020,Dwarf Worker
8021,Skilled Dwarf Worker
8022,Professional Dwarf Worker
8023,Artisan Dwarf Worker
8024,Giant Worker
8025,Skilled Giant Worker
8026,Professional Giant Worker
8027,Artisan Giant Worker
8028,Human Worker
8029,Skilled Human Worker
8030,Professional Human Worker
8031,Artisan Human Worker
8032,Goblin Worker
8033,Skilled Goblin Worker
8034,Professional Goblin Worker
8035,Artisan Goblin Worker
8036,Giant Worker
8037,Skilled Giant Worker
8038,Professional Giant Worker
8039,Artisan Giant Worker
8040,Human Worker
8041,Skilled Human Worker
8042,Professional Human Worker
8043,Artisan Human Worker
8044,Darifu
8045,Torres
8046,Artisan Torres Worker
8047,Dokkebi Worker
8048,Skilled Dokkebi Worker
8049,Professional Dokkebi Worker
8050,Artisan Dokkebi Worker
8051,Dolswe Worker
8052,Skilled Dolswe Worker
8053,Professional Dolswe Worker
8054,Artisan Dolswe Worker
8055,Shellfolk Worker
8056,Skilled Shellfolk Worker
8057,Professional Shellfolk Worker
8058,Artisan Shellfolk Worker
8059,Afuaru
8060,Zobadi
8061,Rosa De Sharon Fairy Appearance Change Coupon
8062,Venecil Fairy Appearance Change Coupon
8063,Kibelius Fairy Appearance Change Coupon
8501,Lion
8502,Kzarka Priest
8503,Stone Scale Iguana
8504,Red Mane Iguana
8505,Butcher
8506,Koit
8507,Koit Warrior
8508,Koit Wizard
8509,Hyena Wolf
8510,Calpheon Beetle
8511,Mask Owl
8512,Kuku Bird
8513,Stone Rhino
8514,Glass Bead Spider
8515,Big Lump Cow
8516,Iron Armor Mace Brandisher
8517,Cheetah Dragon
8518,Al Rhundi
8519,Jurau
8522,Ancient Ruins Guard
8523,Ancient Ruins Defender
8524,Ancient Ruins Guardian
8525,Rhino
8526,Tiger
8527,Biraghi
8528,Rainbow Lizard Rider
8531,Goblin Straggler Warrior
8532,Goblin Straggler Archer
8535,Primitive Goblin
8536,Primitive Goblin Ranger
8537,Primitive Goblin Boomerang
8538,Primitive Goblin Boomerang 1
8539,Imp Skeleton Warrior
8540,Skeleton Wolf
8541,Scarecrow Ghost
8542,Heavy Lizardman
8543,Black Shadow
8544,Bat
8545,Gargoyle
8546,Dim Tree Spirit
8547,Wolf Rider
8548,Lino
8549,"Kzarka, the Lord of Corruption"
8550,Skeleton King
8551,Fogan Chief
8552,Muskan
8553,Org
8554,Stone Golem
8555,Lizardman Boss
8556,Black Raccoon
8557,Areal Weapon
8558,Mask Owl
8559,Snailer 1
8560,Snailer 2
8561,Snailer 3
8562,Rainbow Lizard
8563,Little Dragon
8564,Catfishman
8565,Dwarf Two-Axe Warrior
8566,Dwarf Straggler Hunter
8567,Dwarf Bandit Warrior
8568,Dwarf Bandit Hunter
8569,Dwarf Bandit Boss
8570,Tooth Fairy
8571,Siege Lizard
8572,Siege Lizard
8573,Siege Lizard
8574,Siege Lizard
8575,NGM Bandit Boss
8576,Goblin Bandit Warrior
8577,Goblin Bandit Hunter
8578,Goblin Bandit Boss
8579,Balloon Pig
8580,Spotted Deer
8581,Thief Imp
8582,Giant Warrior
8583,Bandit Warrior
8584,Bandit Wizard
8585,Black Bird
8586,Kzarka Priestess
8587,Dwarf Miner
8588,Mountain Sheep Wizard
8589,Treant
8590,Witch
8591,Werewolf
8592,Red Goblin Boss
8593,Harpy Nest
8594,Pile of Mountain Sheep Skulls
8595,Rotten Pumpkin Ghost
8596,Waragon Egg Spider
8600,Red Horn Ox
8601,Imp Boss
8602,Troll Boss
8603,Imp Soldier
8604,Old Tree Treant
8605,Bombardier
8607,Scarecrow
8608,Nouver
8609,"Kzarka, the Lord of Corruption"
8610,Nouver
8611,Prog. Team Test
8612,Ocean Crash Test Fish
8613,Test for Terminate
8614,Height check for attack testing
8615,Test for Stun Gauge
8616,Mutant Troll
8617,Summon Test for Stun Gauge
8618,Gazelle for Alarm
8619,Muskan for Test
8620,Leebur for Testing
8621,Nouver
8622,Soldier
8623,Wounded Soldier
8624,Soldier for Hunting
8625,Swamp Naga Commander
8626,Green Orc Skeleton Warrior
8636,Flame of Aspiration
8637,Fragment of Aspiration
8638,Scarecrow
8639,Owl
8640,Owl
8641,Darkness
8992,GM's Location
8993,GM's Location
8994,GM's Location
8995,Belmorn
8996,Shadow Knight
8997,Ogre
8998,Muraka
8999,GM's Location
9000,Drill Sergeant
9001,Beginner's Brown Horse
9002,Beginner's Chestnut Mare
9003,Beginner's Gray Horse
9004,Russian Cash Item Ver. (do not
9005,White Horse
9006,Brown Horse
9007,Black Horse
9008,Gray Horse
9009,Old Serendia Cannon
9010,Brown Camel
9011,Gray Donkey
9012,Elephant
9013,Lynch Cannon
9014,Bomb
9015,Fortress Gate Lever
9016,Ladder
9017,Summoned Heuklang
9018,Shabby Wagon
9019,Strong Wagon
9020,White Wagon
9021,Healthy Gray Donkey
9022,Camel
9023,Donkey
9024,Farm Wagon
9025,Wheelbarrow_Black Stone
9026,Wheelbarrow_ Fish
9027,Wheelbarrow_ Potato
9028,Wheelbarrow_ Rock
9029,Wheelbarrow_ Wheat
9030,Wheelbarrow_ Tree
