Param0,String
1361,Atessahra
1362,Sezec Mercenary Camp
1363,Tungrad Ruins
1364,Tomb of Forgotten Records
1365,Corpus Tomb
1366,Cave of Lament
1367,Neruda Plain
1368,Junaid River
1369,Neruda Plain
1370,Tremorin Hill
1371,Kermelun Wilds
1372,Junaid River
1373,Secirtash Prison
1374,Atessahra
1375,Muzgar
1376,Aakshrad Mountains
1377,Yzrahid Highlands
1378,Darkseekers' Retreat
1379,Karasi Canyon
1380,Barhan Camp
1381,Shakhtar Wilds
1382,Velandir
1383,Turba Farm
1384,Larc Guard Post
1385,Muzgar Black Stone Mine
1386,Yzrahid Highlands Cave
1387,Gladios Inn
1388,Shakhtar Pier
1389,Resh's Camp
1390,Darkseekers' Retreat
1391,Karasi Canyon
1392,Barhan Camp
1393,Turba Farm
1394,Larc Guard Post
1396,Gladios Inn
1397,Lake Sefirah
1398,Lake Sefirah - Upstream
1399,Society of Equilibrium
1400,Stofbir
1401,Fris Snowfield
1402,Aakshrad Mountains
1403,Yzrahid Highlands
1404,Shakhtar Wilds
1405,Fris Snowfield
1406,UnKnown
1407,UnKnown
1408,Bonghwang's Nest
1409,Geogugwi Cave
1410,Dungryong Cave
1411,Secret Society
1412,Namtaeryeong Gate
1413,Hwasun Valley
1414,Holbon
1415,Wonjin Palace
1416,Samsin Tree
1417,UnKnown
1418,Chowon Gardens
1419,Seoul
1420,Yukjo Street
1421,Yuunru
1422,Unjongga Street
1423,Taehak
1424,Godu Village
1425,Godu Distillery
1426,National Music Institution
1427,Infirmary
1428,Cloud Pier
1429,Mongryong's Exile
1430,UnKnown
1431,Hyeollokdang
1432,UnKnown
1433,Dongmakgol Village
1434,Flower-sunken Swamp
1435,UnKnown
1436,Myeonggyun Hall
1437,Bae Muryong Residence
1438,Mount Ahshi
1439,UnKnown
1440,Sky Altar
1441,Byeolli Forest
1442,Martial God Tournament
1443,Seoryeon Corps
1444,Bukpo
1445,Dume Ridges
1446,Dang Forest
1447,Samsin Tree
1448,Seoul
1449,Dongmakgol Village
1450,Byeolli Forest
1451,Mount Ahshi
1452,Bukpo
1453,Howon Gate
1454,UnKnown
1455,UnKnown
1456,UnKnown
1457,UnKnown
1458,UnKnown
1459,UnKnown
1460,UnKnown
1461,UnKnown
1462,UnKnown
1463,UnKnown
1464,UnKnown
1465,UnKnown
1466,UnKnown
1467,UnKnown
1468,UnKnown
1469,Godu Village
1470,Unjongga Street
1471,Dume Ridges
1472,Holbon
1473,UnKnown
1474,Godu Distillery
1475,Geogugwi Cave
1476,Samsin Tree
1477,UnKnown
1478,Dongmakgol Village
1479,Dang Forest
1480,Mount Ahshi
1481,Byeolli Forest
1482,Bukpo
1483,Motgol Village
1484,Gyeonghoeru Pavilion
1485,Gyeongbokgung Palace
1486,Seong Siwon's Residence
1487,Dang Forest
1488,Dume Ridges
1489,Gwangalli
1490,Gwangalli
1491,Gwanghwamun Gate
1492,Jang Daeseung's Residence
1493,Central Command Headquarters
1494,Royal Guard
1495,Armory
1496,Geunjeongjeon Hall
1497,Sajeongjeon Hall
1498,Gangnyeongjeon Hall
1499,Gyotaejeon Hall
1500,Amisan Garden
1501,Jiphyeonjeon Hall
1502,Special Advisory Bureau
1503,Inspection Bureau
1504,National Affairs Bureau
1505,Royal Secretary's Office
1506,Government Records Office
1507,Gyujanggak Library
1508,Palace Apothecary
1509,Yeonguisa
1510,Seonwonjeon Hall
1511,Jaseondang
1512,Inner Palace Kitchen
1513,Outer Palace Kitchen
1514,Refreshments Kitchen
1515,Bihyeongak Office
1516,Cheonchujeon Hall
1517,Manchunjeon Hall
1518,Gyeongseongjeon Hall
1519,Eungjidang
1520,Yeonsaengjeon Hall
1521,Yeongildang
1522,Heumgyeonggak Hall
1523,Hamwonjeon Hall
1524,Internal Affairs Bureau
1525,Ministry of Culture
1526,Ministry of War
1527,Ministry of Law
1528,Ministry of Works
1529,Royal Investigation Bureau
1530,State Council
1531,Ministry of Administration
1532,Ministry of Treasury
1533,Cavern Cottage
1534,Secret Society
1535,Dungryong Cave
1536,Geogugwi Cave
1537,Bukpo Sea
1538,Hwanghae
1539,Taebaek Clan
1540,Atoraxxion
1541,Orze's Cradle
1542,Orze's Paradise
1543,Main Hall
1544,Snowfall Crasher: Powder Rush
1545,Yolu's Underground Cave
1546,Orze's Petal
1547,Orze's Root
1548,Orze's Base
1549,Orze's Petal
1550,Orze's Garden
5000,UnKnown
5001,UnKnown
5002,UnKnown
5003,UnKnown
5004,UnKnown
5005,UnKnown
5006,UnKnown
5007,UnKnown
5008,UnKnown
5009,UnKnown
5010,UnKnown
5011,UnKnown
5012,UnKnown
5013,UnKnown
5014,UnKnown
5015,UnKnown
5016,UnKnown
10000,UnKnown
10001,UnKnown
10002,UnKnown
10003,UnKnown
10004,UnKnown
10005,UnKnown
10006,UnKnown
10007,UnKnown
10008,UnKnown
10009,UnKnown
10010,UnKnown
10011,UnKnown
10012,UnKnown
10013,UnKnown
10014,UnKnown
10015,UnKnown
10016,UnKnown
10050,UnKnown
